#Mini MPD Rad MV_j MI_c MJ_2M MH_2M MK_2M MHw sigmaJ sigmaH sigmaKs minJ minH minKs maxJ maxH maxKs
0.002  0.002  0.105  60.05  49.68  37.257  34.027  53.596  36.219  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.003  0.003  0.105  55.32  45.63  34.125  32.029  49.186  33.528  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.004  0.004  0.105  50.68  41.76  31.374  30.144  45.126  31.058  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.005  0.005  0.105  46.5  38.3  29.128  28.509  41.686  28.981  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.006  0.006  0.104  42.71  35.18  27.154  27.049  38.646  27.131  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.007  0.007  0.103  39.29  32.37  25.426  25.745  35.936  25.492  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.008  0.008  0.103  36.31  29.93  23.951  24.625  33.626  24.083  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.009  0.009  0.102  33.73  27.82  22.701  23.651  31.616  22.878  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.01  0.01  0.101  33.05  27.06  22.269  23.117  30.466  22.43  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.012  0.012  0.1  31.58  25.46  21.375  22.018  28.136  21.501  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.015  0.015  0.098  30.2  24.0  20.524  21.017  25.986  20.623  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.02  0.02  0.095  29.24  22.66  19.661  19.836  23.286  19.698  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.03  0.03  0.09  28.17  21.17  18.208  18.269  20.016  18.221  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.04  0.04  0.085  27.58  20.4  16.95  17.091  17.966  16.98  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.05  0.05  0.082  27.09  19.82  15.878  16.045  16.356  15.913  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.06  0.06  0.079  26.44  19.2  14.965  15.133  15.126  15.001  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.07  0.07  0.081  24.33  17.6  13.487  13.506  13.416  13.491  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.072  0.072  0.083  23.11  16.75  12.943  12.855  12.776  12.924  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.075  0.075  0.089  21.03  15.34  12.187  11.928  11.756  12.129  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
0.08  0.08  0.099  19.11  13.89  11.438  11.081  10.796  11.356  0.2  0.2  0.2  -999.0  -999.0  -999.0  999.0  999.0  999.0
